,train_acc1,train_acc5,val_acc1,val_acc5
0,33.14006042480469,65.02384185791016,39.295040130615234,71.6710205078125
1,50.32212448120117,81.71627807617188,53.19843292236328,84.79112243652344
2,57.84048843383789,86.68986511230469,58.289817810058594,88.83811950683594
3,62.48550796508789,89.51166534423828,62.336814880371094,89.16448974609375
4,66.36387634277344,91.1093978881836,65.27415466308594,90.53524780273438
5,67.9809341430664,91.57325744628906,65.86161804199219,91.31854248046875
6,70.71253967285156,92.52674102783203,71.1488265991211,92.75457000732422
7,71.80131530761719,93.05502319335938,67.4281997680664,93.47258758544922
8,72.36825561523438,93.54464721679688,69.84334564208984,91.7101821899414
9,73.54722595214844,94.00850677490234,70.9530029296875,93.66841125488281
10,74.68109893798828,94.375732421875,68.40731048583984,92.49347686767578
11,76.19508361816406,94.6398696899414,74.54308319091797,94.84334564208984
12,76.70403289794922,95.10372924804688,71.54047393798828,93.60313415527344
13,77.37405395507812,95.25190734863281,74.21671295166016,94.51697540283203
14,78.14714813232422,95.470947265625,74.67362976074219,94.12532806396484
15,79.30035400390625,96.0765380859375,71.1488265991211,92.75457000732422
16,79.69978332519531,95.74153137207031,75.45691680908203,94.90861511230469
17,80.24739074707031,96.10874938964844,73.17232513427734,94.38642120361328
18,80.41490173339844,96.10874938964844,70.9530029296875,94.12532806396484
19,80.84654235839844,96.04432678222656,74.21671295166016,95.30026245117188
20,81.61319732666016,96.19894409179688,73.17232513427734,94.19060516357422
21,81.8773422241211,96.62415313720703,77.41514587402344,94.38642120361328
22,82.29609680175781,96.68212890625,73.62924194335938,94.51697540283203
23,82.87592315673828,96.95271301269531,74.4778060913086,93.92950439453125
24,82.68264770507812,96.88185119628906,70.30026245117188,93.99478149414062
25,83.34622192382812,96.97848510742188,75.5221939086914,95.2349853515625
26,83.73921203613281,97.04290771484375,75.0,94.12532806396484
27,83.98402404785156,97.1975326538086,76.9582290649414,95.36553955078125
28,84.37701416015625,97.26195526123047,76.89295196533203,95.4308090209961
29,84.04200744628906,97.4036865234375,75.32637023925781,94.97389221191406
30,88.54529571533203,97.93841552734375,83.94255828857422,97.12793731689453
31,90.85169982910156,98.45381164550781,84.3342056274414,97.3890380859375
32,91.55392456054688,98.51179504394531,84.13838195800781,97.51958465576172
33,92.40433502197266,98.7308349609375,84.98694610595703,97.3890380859375
34,92.93905639648438,98.78237915039062,85.37859344482422,97.65013122558594
35,93.04857635498047,98.98209381103516,85.57441711425781,97.51958465576172
36,92.73290252685547,98.93055725097656,85.77023315429688,97.65013122558594
37,93.0421371459961,98.7372817993164,85.37859344482422,97.71540832519531
38,93.39002990722656,98.87901306152344,85.57441711425781,97.71540832519531
39,93.55109405517578,98.8983383178711,85.63968658447266,97.78067779541016
40,93.68638610839844,98.86612701416016,85.63968658447266,97.9112319946289
41,93.83456420898438,98.98853302001953,85.90078735351562,97.97650146484375
42,93.82811737060547,98.8983383178711,86.03133392333984,98.04177856445312
43,94.09870147705078,99.04651641845703,86.9451675415039,97.71540832519531
44,94.19534301757812,99.14315795898438,86.29242706298828,98.04177856445312
45,93.8023452758789,98.94988250732422,86.09660339355469,98.04177856445312
46,94.01495361328125,98.96920776367188,86.29242706298828,97.78067779541016
47,94.143798828125,98.91122436523438,85.90078735351562,97.78067779541016
