,train_acc1,train_acc5,val_acc1,val_acc5
0,34.43499755859375,66.12550354003906,23.041776657104492,56.72323989868164
1,46.80453872680664,79.00399780273438,49.02088928222656,80.09138488769531
2,56.010826110839844,85.38204193115234,55.417755126953125,86.6187973022461
3,61.39028549194336,88.24893951416016,60.704959869384766,88.51174926757812
4,63.76111602783203,90.14302825927734,63.18537902832031,89.49085998535156
5,65.88713073730469,91.04497528076172,61.68407440185547,89.22976684570312
6,67.55573272705078,91.73431396484375,68.40731048583984,91.3838119506836
7,69.41116333007812,92.50741577148438,69.58224487304688,92.29765319824219
8,70.44840240478516,92.86174774169922,69.19060516357422,93.53785705566406
9,72.94807434082031,94.0922622680664,68.47258758544922,91.77545928955078
10,73.6245346069336,93.87321472167969,71.4751968383789,93.27676391601562
11,74.33965301513672,94.21466827392578,64.94778442382812,91.05744171142578
12,74.900146484375,94.40149688720703,72.71540832519531,93.1462173461914
13,76.34325408935547,94.96199035644531,71.4751968383789,92.68929290771484
14,77.78636932373047,95.37431335449219,74.93473052978516,93.92950439453125
15,77.9345474243164,95.54825592041016,74.21671295166016,93.8642349243164
16,78.47571563720703,95.80595397949219,75.78329467773438,94.38642120361328
17,79.77709197998047,95.78662872314453,75.1958236694336,94.77806854248047
18,79.77709197998047,96.12808227539062,74.67362976074219,94.97389221191406
19,80.46643829345703,96.34068298339844,75.45691680908203,95.30026245117188
20,80.872314453125,96.25692749023438,74.73890686035156,94.64752197265625
21,81.07847595214844,96.61770629882812,77.15404510498047,94.84334564208984
22,81.49723052978516,96.38578033447266,75.39164733886719,94.32115173339844
23,82.21878814697266,96.8560791015625,74.73890686035156,95.2349853515625
24,82.45716094970703,96.69501495361328,77.08877563476562,95.2349853515625
25,82.09638214111328,96.75944519042969,77.61096954345703,95.49608612060547
26,82.8050537109375,96.8045425415039,76.69712829589844,95.62663269042969
27,83.526611328125,97.20397186279297,78.8511734008789,96.21410369873047
28,83.4170913696289,96.86896514892578,78.13316345214844,95.69190979003906
29,84.36412811279297,97.24906921386719,79.2428207397461,95.82245635986328
30,88.17807006835938,97.99639892578125,83.81201171875,97.12793731689453
31,90.24610900878906,98.25409698486328,84.530029296875,97.12793731689453
32,91.29622650146484,98.37650299072266,84.85639953613281,97.1932144165039
33,91.59258270263672,98.5053482055664,84.92166900634766,97.12793731689453
34,91.90826416015625,98.5053482055664,84.92166900634766,96.99739074707031
35,92.23683166503906,98.60842895507812,85.37859344482422,97.1932144165039
36,92.93905639648438,98.55689239501953,85.63968658447266,97.3890380859375
37,92.50741577148438,98.86612701416016,85.70496368408203,97.25848388671875
38,92.50741577148438,98.76305389404297,85.90078735351562,97.45430755615234
39,93.29339599609375,98.67285919189453,85.248046875,97.58485412597656
40,93.1001205444336,98.93699645996094,85.83551025390625,97.32376098632812
41,93.23541259765625,98.69218444824219,85.18276977539062,97.71540832519531
42,93.28694915771484,98.94343566894531,85.63968658447266,97.25848388671875
43,93.78946685791016,98.94988250732422,85.57441711425781,97.25848388671875
44,93.57041931152344,98.94343566894531,85.77023315429688,97.58485412597656
45,93.8796615600586,98.94988250732422,85.96605682373047,97.51958465576172
46,93.80879211425781,98.93699645996094,85.63968658447266,97.65013122558594
47,93.8603286743164,98.87901306152344,85.90078735351562,97.58485412597656
48,93.85388946533203,98.94343566894531,85.63968658447266,97.51958465576172
49,94.0858154296875,98.98853302001953,85.70496368408203,97.3890380859375
50,94.19534301757812,98.7952651977539,85.77023315429688,97.06266784667969
51,94.259765625,99.07872772216797,85.96605682373047,97.45430755615234
52,94.11802673339844,98.9627685546875,86.42298126220703,97.3890380859375
53,94.29841613769531,98.8468017578125,85.248046875,97.1932144165039
54,94.02783203125,98.91767120361328,85.70496368408203,97.25848388671875
55,94.33707427978516,99.0722885131836,85.77023315429688,97.3890380859375
56,94.56900024414062,99.020751953125,85.31331634521484,97.58485412597656
57,94.49813842773438,99.11094665527344,85.63968658447266,97.3890380859375
58,94.50457763671875,99.00141906738281,85.50914001464844,97.71540832519531
59,94.12447357177734,98.9563217163086,86.29242706298828,97.51958465576172
60,94.83958435058594,99.09161376953125,86.35770416259766,97.65013122558594
61,94.82669830322266,99.11094665527344,85.248046875,97.84595489501953
62,95.09728240966797,99.2269058227539,86.42298126220703,97.58485412597656
63,94.72362518310547,99.1302719116211,86.29242706298828,97.58485412597656
64,95.00064849853516,99.08517456054688,86.03133392333984,97.58485412597656
65,94.9748764038086,99.07872772216797,86.16188049316406,97.71540832519531
66,94.93622589111328,99.10449981689453,85.83551025390625,97.51958465576172
67,95.0908432006836,99.12382507324219,85.77023315429688,97.78067779541016
68,94.85891723632812,99.11094665527344,85.83551025390625,97.9112319946289
69,94.7493896484375,99.020751953125,85.96605682373047,97.78067779541016
70,94.83958435058594,98.97565460205078,85.83551025390625,97.71540832519531
71,94.94911193847656,99.26556396484375,85.77023315429688,97.51958465576172
72,95.16171264648438,99.22046661376953,85.31331634521484,97.32376098632812
73,95.18103790283203,99.17536926269531,85.83551025390625,97.65013122558594
74,94.90401458740234,99.1882553100586,85.83551025390625,97.78067779541016
75,94.74295043945312,99.0722885131836,85.83551025390625,97.51958465576172
76,95.29055786132812,99.13671112060547,85.70496368408203,97.84595489501953
77,95.1488265991211,99.14315795898438,85.70496368408203,97.84595489501953
78,95.13594055175781,99.16248321533203,85.37859344482422,97.65013122558594
