,train_acc1,train_acc5,val_acc1,val_acc5
0,3.67864990234375,16.02886199951172,4.765013217926025,21.409921646118164
1,4.7480998039245605,20.461280822753906,5.221932411193848,21.736291885375977
2,6.745265007019043,22.220075607299805,5.7441253662109375,24.281984329223633
3,7.737405300140381,24.38474464416504,8.485639572143555,26.95822525024414
4,8.446077346801758,26.36258316040039,8.746736526489258,28.91644859313965
5,9.064554214477539,28.192243576049805,9.07310676574707,30.93994903564453
6,9.798995018005371,29.996135711669922,8.681462287902832,27.219322204589844
7,10.095349311828613,31.922433853149414,9.660574913024902,34.334205627441406
8,10.32083511352539,32.68264389038086,10.835509300231934,35.77023696899414
9,10.971525192260742,33.591033935546875,11.42297649383545,36.09660720825195
10,11.106816291809082,34.71846389770508,12.271540641784668,35.96605682373047
11,12.040974617004395,35.82012939453125,12.859007835388184,38.577022552490234
12,12.936477661132812,36.618995666503906,11.357702255249023,35.50914001464844
13,13.645149230957031,38.12009048461914,14.817232131958008,37.98955535888672
14,14.714599609375,39.11867141723633,15.535248756408691,41.77545928955078
15,15.32663345336914,40.329856872558594,15.274151802062988,39.751956939697266
16,15.51346492767334,40.993431091308594,18.211488723754883,43.79895782470703
17,16.003093719482422,41.69565963745117,18.14621353149414,46.083553314208984
18,16.68599510192871,43.32560348510742,19.647520065307617,48.82506561279297
19,17.929391860961914,44.7493896484375,20.691905975341797,47.323760986328125
20,18.399690628051758,46.153846740722656,18.342037200927734,49.08616256713867
21,19.424043655395508,47.86110305786133,19.647520065307617,48.36814880371094
22,20.09406089782715,48.859683990478516,23.041776657104492,52.93733596801758
23,20.75763511657715,50.37366485595703,20.496084213256836,49.93472671508789
24,22.02680206298828,51.81678009033203,23.17232322692871,51.82767868041992
25,22.625951766967773,53.504703521728516,23.629243850708008,55.417755126953125
26,23.096250534057617,53.89769744873047,24.80417823791504,56.592689514160156
27,23.953100204467773,54.741661071777344,22.454307556152344,53.98172378540039
28,24.513593673706055,55.68225860595703,21.08355140686035,53.59008026123047
29,25.956707000732422,57.292877197265625,26.95822525024414,58.3550910949707
30,27.68973159790039,60.314395904541016,30.02610969543457,64.0992202758789
31,29.603145599365234,62.16338348388672,32.18015670776367,65.53524780273438
32,29.77709197998047,62.607913970947266,31.85378646850586,65.6657943725586
33,30.02190589904785,62.723876953125,32.04961013793945,65.92689514160156
34,30.06700325012207,63.24571990966797,32.63707733154297,66.57963562011719
35,30.904523849487305,63.516300201416016,32.506526947021484,66.44908905029297
36,30.530860900878906,63.47120666503906,31.78851318359375,67.23237609863281
37,31.10424041748047,64.12833404541016,33.159271240234375,67.6240234375
38,31.149337768554688,64.12833404541016,33.42036437988281,66.97128295898438
39,31.555213928222656,63.82554244995117,33.3550910949707,67.8198471069336
40,31.74204444885254,64.89498901367188,34.92167282104492,69.06005096435547
41,31.561655044555664,64.32160949707031,34.20365524291992,68.27676391601562
42,32.85015106201172,65.23644256591797,33.48564147949219,68.08094024658203
43,33.01765441894531,65.74539947509766,34.66057586669922,67.8198471069336
44,33.05630874633789,65.7776107788086,34.464752197265625,69.90861511230469
45,33.66834259033203,66.13194274902344,34.66057586669922,69.58224487304688
46,33.19160079956055,65.55856323242188,35.11749267578125,70.49608612060547
47,33.4943962097168,66.52493286132812,35.37858963012695,70.62663269042969
48,33.288238525390625,66.45407104492188,36.22715377807617,70.82245635986328
49,34.18374252319336,66.56359100341797,35.639686584472656,69.84334564208984
50,34.44788360595703,68.1484375,37.46736526489258,69.97389221191406
51,34.808658599853516,67.47197723388672,36.81462097167969,70.69190979003906
52,34.93750762939453,67.7490005493164,37.98955535888672,72.1932144165039
53,35.208091735839844,68.27729034423828,37.5979118347168,71.1488265991211
54,34.911739349365234,68.3739242553711,37.4020881652832,71.40991973876953
55,36.05849838256836,68.65094757080078,36.94517135620117,72.97650146484375
56,36.303314208984375,69.03105926513672,37.46736526489258,71.4751968383789
57,36.50947189331055,69.14057922363281,38.18537902832031,71.4751968383789
58,36.39350891113281,69.77838134765625,38.1201057434082,72.51958465576172
59,36.296871185302734,69.59799194335938,38.18537902832031,73.62924194335938
60,38.55817794799805,70.95735168457031,39.62141036987305,73.17232513427734
61,39.03491973876953,71.62092590332031,40.33942794799805,73.95561218261719
62,39.13155746459961,71.96881866455078,39.81723403930664,72.97650146484375
63,38.77077865600586,72.06546020507812,40.73107147216797,73.43341827392578
64,39.02847671508789,71.92372131347656,40.01305389404297,73.95561218261719
65,39.11222839355469,72.12344360351562,40.79634475708008,74.41253662109375
66,39.41502380371094,71.9623794555664,40.469974517822266,73.69451904296875
67,39.22819519042969,72.14920806884766,40.92689514160156,73.43341827392578
68,39.917537689208984,73.16712188720703,40.79634475708008,73.69451904296875
69,39.80157470703125,72.20075225830078,40.99216842651367,74.4778060913086
70,39.2990608215332,72.64527893066406,40.92689514160156,74.15143585205078
71,39.09934616088867,72.245849609375,41.187992095947266,73.7597885131836
72,40.06571578979492,72.43267822265625,41.6449089050293,74.60835266113281
73,40.00773239135742,72.43267822265625,41.6449089050293,74.4778060913086
74,40.34918212890625,73.2895278930664,41.05744171142578,74.60835266113281
75,40.43293380737305,73.12846374511719,41.6449089050293,73.69451904296875
76,40.38783645629883,73.05115509033203,41.187992095947266,74.93473052978516
77,40.587554931640625,73.21865844726562,42.03655242919922,74.4778060913086
78,40.61976623535156,73.25086975097656,41.6449089050293,75.06527709960938
79,40.220333099365234,72.89653778076172,41.05744171142578,73.43341827392578
80,40.42649459838867,73.29596710205078,41.84073257446289,74.60835266113281
81,40.291202545166016,73.26375579833984,41.710182189941406,74.86945343017578
82,40.92900466918945,73.86934661865234,42.75457000732422,75.45691680908203
83,40.948333740234375,72.87721252441406,41.710182189941406,74.4778060913086
84,40.536014556884766,73.25086975097656,42.88511657714844,74.60835266113281
85,40.80015563964844,73.1155776977539,41.97127914428711,75.32637023925781
86,41.58613586425781,73.7984848022461,41.97127914428711,74.8041763305664
87,40.92900466918945,73.63742065429688,42.68929672241211,75.13054656982422
88,41.186702728271484,73.65674591064453,42.03655242919922,74.67362976074219
89,40.484474182128906,73.60520935058594,41.77545928955078,75.97911071777344
